timestamp,open,high,low,close,volume
2017-12-29,1182.3500,1184.0000,1167.5000,1169.4700,2625283
2017-12-28,1189.0000,1190.1000,1184.3800,1186.1000,1803460
2017-12-27,1179.9100,1187.2900,1175.6100,1182.2600,1779382
2017-12-26,1168.3600,1178.3200,1160.5500,1176.7600,1964871
2017-12-22,1172.0800,1174.6200,1167.8300,1168.3600,1553997
2017-12-21,1175.9000,1179.1700,1167.6400,1174.7600,2042448
2017-12-20,1190.5000,1191.0000,1176.0000,1177.6200,2318916
2017-12-19,1189.1500,1192.9700,1179.1400,1187.3800,2555235
2017-12-18,1187.3700,1194.7800,1180.9100,1190.5800,2767271
2017-12-15,1179.0300,1182.7500,1169.3300,1179.1400,4539895
2017-12-14,1163.7100,1177.9300,1162.4500,1174.2600,3069993
2017-12-13,1170.0000,1170.8700,1160.2700,1164.1300,2555053
2017-12-12,1166.5100,1173.6000,1161.6100,1165.0800,2197697
2017-12-11,1164.6000,1169.9000,1157.0000,1168.9200,2257922
2017-12-08,1170.4000,1172.7900,1157.1000,1162.0000,2957785
2017-12-07,1156.5900,1163.1900,1151.0000,1159.7900,2408323
2017-12-06,1137.9900,1155.8900,1136.0800,1152.3500,2756730
2017-12-05,1128.2600,1159.2700,1124.7400,1141.5700,4033184
2017-12-04,1173.8500,1175.2000,1128.0000,1133.9500,5872358
2017-12-01,1172.0500,1179.6500,1152.0000,1162.3500,4070722
2017-11-30,1167.1000,1178.5700,1160.0000,1176.7500,4470183
2017-11-29,1194.8000,1194.8000,1145.1900,1161.2700,9239087
2017-11-28,1204.8800,1205.3400,1188.5200,1193.6000,4463476
2017-11-27,1202.6600,1213.4100,1191.1500,1195.8300,6701343
2017-11-24,1160.7000,1186.8400,1160.7000,1186.0000,3526582
2017-11-22,1141.0000,1160.2700,1141.0000,1156.1600,3516336
2017-11-21,1132.8600,1140.0000,1128.2000,1139.4900,2449503
2017-11-20,1129.7700,1133.4200,1122.5500,1126.3100,2134381
2017-11-17,1138.2800,1138.8000,1125.8100,1129.8800,2333554
2017-11-16,1130.1600,1138.1600,1130.0500,1137.2900,2190456
2017-11-15,1127.0100,1131.7500,1121.6300,1126.6900,3897230
2017-11-14,1130.1100,1138.0000,1123.8900,1136.8400,3042295
2017-11-13,1123.0000,1139.9000,1122.3400,1129.1700,2897563
2017-11-10,1126.1000,1131.7500,1124.0600,1125.3500,2162985
2017-11-09,1125.9600,1129.6200,1115.7700,1129.1300,3661411
2017-11-08,1122.8200,1135.5400,1119.1100,1132.8800,2581451
2017-11-07,1124.7400,1130.6000,1117.5000,1123.1700,2623474
2017-11-06,1109.1500,1125.4100,1108.7700,1120.6600,3313857
2017-11-03,1091.1500,1112.6800,1088.5200,1111.6000,3685172
2017-11-02,1097.8100,1101.9400,1086.8700,1094.2200,3658748
2017-11-01,1105.4000,1108.9700,1096.7400,1103.6800,3723680
2017-10-31,1109.0000,1110.5400,1101.1200,1105.2800,3428461
2017-10-30,1095.0100,1122.7900,1093.5600,1110.8500,6516639
2017-10-27,1058.1400,1105.5800,1050.5500,1100.9500,16360527
2017-10-26,980.3300,982.9000,968.5500,972.4300,3670282
2017-10-25,978.0000,984.4400,966.2400,972.9100,2969295
2017-10-24,969.0000,979.8500,965.0000,975.9000,2666782
2017-10-23,986.7300,986.7750,962.5000,966.3000,3465469
2017-10-20,993.5300,994.6200,982.0000,982.9100,2294145
